Nom de l'organisation,"Type (Association, Groupe informel, Entreprise ou Service public)",Type de lieu,Rue,Code postal,Ville,Code pays,Tag 1,Tag 2,Tag 3,Site web,Description courte,Description longue,Email,Fixe,Mobile,Contact : nom,Contact : email,Contact : téléphone,Contact : rôle,Latitude,Longitude,Lundi,Ouverture matin (ou journée continue) lundi,Fermeture matin lundi,Ouverture après-midi (sauf si une seule tranche horaire) lundi,Fermeture après-midi lundi,Mardi,Ouverture matin (ou journée continue) mardi,Fermeture matin mardi,Ouverture après-midi (sauf si une seule tranche horaire) mardi,Fermeture après-midi mardi,Mercredi,Ouverture matin (ou journée continue) mercredi,Fermeture matin mercredi,Ouverture après-midi (sauf si une seule tranche horaire) mercredi,Fermeture après-midi mercredi,Jeudi,Ouverture matin (ou journée continue) jeudi,Fermeture matin jeudi,Ouverture après-midi (sauf si une seule tranche horaire) jeudi,Fermeture après-midi jeudi,Vendredi,Ouverture matin (ou journée continue) vendredi,Fermeture matin vendredi,Ouverture après-midi (sauf si une seule tranche horaire) vendredi,Fermeture après-midi vendredi,Samedi,Ouverture matin (ou journée continue) samedi,Fermeture matin samedi,Ouverture après-midi (sauf si une seule tranche horaire) samedi,Fermeture après-midi samedi,Dimanche,Ouverture matin (ou journée continue) dimanche,Fermeture matin dimanche,Ouverture après-midi (sauf si une seule tranche horaire) dimanche,Fermeture après-midi dimanche,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10,Tag 11,Tag 12,Tag 13,Tag 14,Tag 15,Tag 16,Tag 17,Tag 18,Tag 19,Tag 20,Tag 21,Tag 22,Tag 23,Tag 24,Tag 25,Tag 26,Tag 27,Tag 28,Tag 29,Tag 30,Tag 31,Tag 32,Tag 33,Tag 34,Tag 35,Tag 36,Tag 37,Tag 38,Tag 39,Tag 40,Tag 41,Tag 42,Tag 43,Tag 44,Tag 45,Tag 46,Tag 47,Tag 48,Tag 49,Tag 50,Tag 51,null/0,null/1,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
Cyberbase de Saint Pierre,Association,Cyberbase/Cybercase,4, rue College Arthur,97410,SAINT PIERRE,RE,,,,,Cyberbase de Saint Pierre,Cyberbase de Saint Pierre,cyberbasesp@civis.re,,,PECLET Maguy,cyberbasesp@civis.re,+262 2 62 43 21 96,,,,Mo,09:00,17:00,,,Tu,09:00,17:00,,,We,09:00,17:00,,,Th,09:00,17:00,,,Fr,09:00,17:00,,,Sa,09:00,17:00,,,,,,,,Connaître les usages,Découvrir les réseaux sociaux,Utiliser les réseaux sociaux,Communiquer et échanger sur Internet,Paramétrer un compte email,Utiliser un client de messagerie,Utiliser un client WebMail,Comprendre les cultures numériques,Utiliser Internet,Naviguer sur le web,Utiliser les réseaux sociaux,Gérer des documents numériques,,,Accéder aux principaux services en ligne,,,Connaitre et gérer,Gérer ses emails,,,Réaliser et Diffuser son CV,Organiser sa recherche d’emploi,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.340887,55.474005,4 Rue du Collège Arthur 97410 Saint-Pierre,0.867681948051948,,housenumber,97416_0098_00004,4,4 Rue du Collège Arthur,Rue du Collège Arthur,97410,Saint-Pierre,"974, La Réunion",97416,,,,ok
Cyber-Base de SALAZIE,Association,Espace Public Numérique autre,22 rue de l'église,97433,SALAZIE,RE,,,,,Cyber-Base de SALAZIE,Cyber-Base de SALAZIE,cyberbasesalazie@gmail.com,+262 2 62 94 15 44,,,cyberbasesalazie@gmail.com,+262 2 62 94 15 44,,,,Mo,08:00,12:00,12:30,16:00,Tu,08:00,12:00,12:30,16:00,We,08:00,12:00,12:30,16:00,Th,08:00,12:00,12:30,16:00,Fr,08:00,12:00,12:30,16:00,Sa,08:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.027718,55.539144,22 Rue de l’Eglise 97433 Salazie,0.9545272727272726,0.6630833415233415,housenumber,97421_0035_00022,22,22 Rue de l’Eglise,Rue de l’Eglise,97433,Salazie,"974, La Réunion",97421,,,,ok
Cyber-Base de Trois-Bassins,Association,Espace Public Numérique autre,13, chemin des Jacarandas,97426,TROIS BASSINS,RE,,,,https://www.tco.re/annuaire-tco/cyber-base-de-trois-bassins#,Cyber-Base de Trois-Bassins,Cyber-Base de Trois-Bassins,eddy.riviere@tco.re,+262 2 62 55 26 79,,RIVIERE Eddy,eddy.riviere@tco.re,+262 2 62 55 26 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.120686,55.301124,13 Chemin des Jacarandas 97426 Les Trois-Bassins,0.9531572727272727,,housenumber,97423_0122_00013,13,13 Chemin des Jacarandas,Chemin des Jacarandas,97426,Les Trois-Bassins,"974, La Réunion",97423,,,,ok
Cybercase de La Rivière St Louis,Association,Espace Public Numérique autre,11  Rue du Père Laporte face Mairie,97421,LA RIVIERE,RE,,,,,Cybercase de La Rivière St Louis,Cybercase de La Rivière St Louis,cyberbase.saintlouis@gmail.com,+262 2 62 39 77 56,,M’HOUMADY Philippe,cyberbase.saintlouis@gmail.com,+262 2 62 39 77 56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.265447,55.439237,11 Rue du Père Laporte 97421 Saint-Louis,0.5575845454545455,0.2506746753246753,housenumber,97414_1100_00011,11,11 Rue du Père Laporte,Rue du Père Laporte,97421,Saint-Louis,"974, La Réunion",97414,,,,ok
Cybercase Moufia Bois de Nèfles,Association,Espace Public Numérique autre,20, rue Mahatma Gandhi,97490,SAINTE CLOTILDE,RE,,,,,Cybercase Moufia Bois de Nèfles,Cybercase Moufia Bois de Nèfles,crepmmreunion@wanadoo.fr,+262 2 62 28 19 47,,LAVERDUN Sandra ,crepmmreunion@wanadoo.fr,+262 2 62 28 19 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.908079,55.48305,20 Boulevard du Mahatma Gandhi 97490 Saint-Denis,0.5770723310023309,,housenumber,97411_1476_00020,20,20 Boulevard du Mahatma Gandhi,Boulevard du Mahatma Gandhi,97490,Saint-Denis,"974, La Réunion",97411,,,,ok
EDUCA-PI,Association,Espace Public Numérique autre,38 chemin Jean Lepinay,97429,PETITE ILE,RE,,,,,EDUCA-PI,EDUCA-PI,educapi97429@gmail.com,,,SANTOS Sarah,educapicasealire@gmail.com,+262 2 62 72 31 74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connaître les usages,Découvrir les réseaux sociaux,Utiliser les réseaux sociaux,Communiquer et échanger sur Internet,Paramétrer un compte email,Utiliser un client de messagerie,Comprendre les cultures numériques,Utiliser Internet,Naviguer sur le web,Utiliser les réseaux sociaux,Gérer des documents numériques,Signer numériquement,S’approprier un équipement numérique,Classer et partager ses photos,Gérer ses données,Utiliser un équipement numérique,Accéder aux principaux services en ligne,Gérer des documents numériques,Se renseigner et connaître ses droits,Connaitre et gérer,Effacer ses traces,Protéger ses données,Utiliser outils cartographiques,Organiser et partager sa veille,Connaître alternatives à Facebook,Connaître solutions outils bureautiques,Surfer librement sur internet,Sécuriser ses usages numériques,Gérer ses emails,Retoucher ses photos,Découvrir le montage vidéo,Faire des diaporamas,Publier des diaporamas en ligne,Utiliser une découpeuse numérique,Participer à des MOOCs,Déposer et gérer une annonce,Réaliser et Diffuser son CV,Organiser sa recherche d’emploi,Découvrir et utiliser l’emploi Store,Découvrir les métiers du numérique,,,,,,,,,,,-21.341054,55.559242,38 Chemin Jean Lepinay 97429 Petite-Île,0.9631027272727272,,housenumber,97405_0280_00038,38,38 Chemin Jean Lepinay,Chemin Jean Lepinay,97429,Petite-Île,"974, La Réunion",97405,,,,ok
EEI de CAMBUSTON,Association,Espace Public Numérique autre,901, Rue de Cambuston,97440,SAINT ANDRE,RE,,,,,EEI de CAMBUSTON,EEI de CAMBUSTON,ml.cambuston@mle.re,+262 2 62 53 13 41,,HUBERT JF,ml.cambuston@mle.re,+262 2 62 53 13 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.932863,55.650598,901 Rue de Cambuston 97440 Saint-André,0.9804890909090909,0.5570127272727273,housenumber,97409_0390_00901,901,901 Rue de Cambuston,Rue de Cambuston,97440,Saint-André,"974, La Réunion",97409,,,,ok
EMERGENCE-OI - St PIERRE / St PAUL - REUNION,Association,Espace Public Numérique autre,43F rue Four a Chaux,97410,SAINT PIERRE,RE,Utiliser un emplacement de co-working,Découvrir les métiers du numérique,Découvrir et utiliser l’emploi Store,https://emergence-oi.re,EMERGENCE-OI - St PIERRE / St PAUL - REUNION,EMERGENCE-OI - St PIERRE / St PAUL - REUNION,contact@emergence-oi.re,+262 2 62 91 17 11,+262 6 92 63 90 16,BURGLOHNER Helena,contact@emergence-oi.re,+262 2 62 91 17 11,,,,Mo,08:00,16:30,,,Tu,08:00,16:30,,,We,08:00,16:30,,,Th,08:00,16:30,,,Fr,08:00,12:00,,,,,,,,,,,,,Connaître les usages,Découvrir les réseaux sociaux,Utiliser les réseaux sociaux,Etre parent à l’ère numérique,Jouer son rôle de parent,Découvrir l’univers des jeux vidéos,Communiquer et échanger sur Internet,Paramétrer un compte email,Utiliser un client de messagerie,Utiliser un client WebMail,Connaître les outils du cloud,Comprendre les cultures numériques,Utiliser Internet,Naviguer sur le web,Utiliser les réseaux sociaux,Gérer des documents numériques,Signer numériquement,S’approprier un équipement numérique,Classer et partager ses photos,Gérer ses données,Utiliser un équipement numérique,Accéder aux principaux services en ligne,Gérer des documents numériques,Se renseigner et connaître ses droits,Connaitre et gérer,Effacer ses traces,Protéger ses données,Utiliser et contribuer à Wikipedia,Utiliser outils cartographiques,Organiser et partager sa veille,Connaître alternatives à Facebook,Connaître alternatives à Google Drive,Connaître solutions outils bureautiques,Surfer librement sur internet,Sécuriser ses usages numériques,Gérer ses emails,Retoucher ses photos,Découvrir le montage vidéo,Faire des diaporamas,Publier des diaporamas en ligne,Utiliser une découpeuse numérique,Modélisation 3D,Utiliser imprimante 3D,Participer à des MOOCs,Découvrir la programmation,Déposer et gérer une annonce,Réaliser et Diffuser son CV,Organiser sa recherche d’emploi,,,-21.342737,55.474091,43f Rue du Four à Chaux 97410 Saint-Pierre,0.9122111529933482,0.7630711570247933,housenumber,97416_0120_00043_f,43f,43f Rue du Four à Chaux,Rue du Four à Chaux,97410,Saint-Pierre,"974, La Réunion",97416,,,,ok
EPCI,Association,Espace Public Numérique autre,29, Rte de l’entre 2 BP 370,97410,SAINT PIERRE,RE,,,,,EPCI,EPCI,accueil@civis.re,+262 2 62 49 96 00,,,cyberbase97410civis@gmail.com  ,+262 2 62 49 96 00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.302292,55.432126,29 Route de l’Entre Deux 97410 Saint-Pierre,0.560356853146853,0.32941300699300696,housenumber,97416_0530_00029,29,29 Route de l’Entre Deux,Route de l’Entre Deux,97410,Saint-Pierre,"974, La Réunion",97416,,,,ok
EPN CHAUDRON,Association,Espace Public Numérique autre,1, avenue Hippolyte Foucque,97490,SAINTE CLOTILDE,RE,,,,,EPN CHAUDRON,EPN CHAUDRON,epnchaudron@gmail.com,+262 2 62 73 20 80,,BABILLION Vincent,epnchaudron@gmail.com,+262 2 62 73 20 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.900344,55.487289,1 Avenue Hippolyte Foucque 97490 Saint-Denis,0.9738218181818181,,housenumber,97411_0609_00001,1,1 Avenue Hippolyte Foucque,Avenue Hippolyte Foucque,97490,Saint-Denis,"974, La Réunion",97411,,,,ok
Espace Culture Multimédia de La Possession,Association,Espace Public Numérique autre,28, rue Eliard Laude,97419,LA POSSESSION,RE,,,,,Espace Culture Multimédia de La Possession,Espace Culture Multimédia de La Possession,espacemultimedia.possession@wanadoo.fr,+262 2 62 32 27 36,,Johnny Maillot,espacemultimedia.possession@wanadoo.fr,+262 2 62 32 27 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.935998,55.332648,28 Rue Eliard Laude 97419 La Possession,0.9656927272727273,,housenumber,97408_0171_00028,28,28 Rue Eliard Laude,Rue Eliard Laude,97419,La Possession,"974, La Réunion",97408,,,,ok
Espace numérique MDEN,Association,Espace Public Numérique autre,1, rue Isnelle Amelin,97441,SAINTE SUZANNE,RE,,,,,Espace numérique MDEN,Espace numérique MDEN,mden@mden-reunion.fr,+262 2 62 37 36 37,,NANIN Jean Fred,jfnanin@mden-reunion.fr,+262 2 62 37 36 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.905002,55.599977,1 Rue Isnelle Amelin 97441 Sainte-Suzanne,0.9572745454545454,,housenumber,97420_0783_00001,1,1 Rue Isnelle Amelin,Rue Isnelle Amelin,97441,Sainte-Suzanne,"974, La Réunion",97420,,,,ok
Espace numérique MDEN ,Association,Espace Public Numérique autre,96/98, rue Roger Payet,97438,SAINTE MARIE,RE,,,,,Espace numérique MDEN ,Espace numérique MDEN ,mden@mden-reunion.fr,+262 2 62 37 36 37,,VIRAPIN Sophie,mden@mden-reunion.fr,+262 2 62 37 36 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.911495,55.509906,98 Rue Roger Payet 97438 Sainte-Marie,0.8707376223776223,,housenumber,97418_0220_00098,98,98 Rue Roger Payet,Rue Roger Payet,97438,Sainte-Marie,"974, La Réunion",97418,,,,ok
FAMILLES SOLIDAIRES Cyber-base de Deux Rives ,Association,Espace Public Numérique autre,4, rue Laurent DAMOUR,97441,SAINTE SUZANNE,RE,,,,https://suzanne.cyber-base.org/,FAMILLES SOLIDAIRES Cyber-base de Deux Rives ,FAMILLES SOLIDAIRES Cyber-base de Deux Rives ,christellejanickan@cyber-base.org,+262 262 18 75 55,,JANICKAN Christelle,christellejanickan@cyber-base.org,+262 2 62 18 75 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.95161,55.620875,4 Rue Laurent Damour 97441 Sainte-Suzanne,0.9673618181818181,,housenumber,97420_0389_00004,4,4 Rue Laurent Damour,Rue Laurent Damour,97441,Sainte-Suzanne,"974, La Réunion",97420,,,,ok
Garantie jeunes de STE MARIE,Association,Espace Public Numérique autre,132 Rue louis Lagourgue,97438,SAINTE MARIE,RE,,,,,Garantie jeunes de STE MARIE,Garantie jeunes de STE MARIE,emmanuel.mathieu@missionlocalenord.re,+262 2 62 52 40 71,,MATHIEU Emmanuel,emmanuel.mathieu@missionlocalenord.re,+262 2 62 52 40 71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.907701,55.521546,132 Rue Louis Lagourgue 97438 Sainte-Marie,0.9750481818181819,0.7576961616161615,housenumber,97418_0180_00132,132,132 Rue Louis Lagourgue,Rue Louis Lagourgue,97438,Sainte-Marie,"974, La Réunion",97418,,,,ok
L.A Plateforme,Association,Espace Public Numérique autre,8 chemin bois joli,97423,SAINT PAUL,RE,,,,https://www.laplateforme-reunion.fr,L.A Plateforme,L.A Plateforme,contact@laplateforme-reunion.fr,+262 2 62 83 45 40,+262 6 92 60 13 83,GASPARINI Laure,contact@laplateforme-reunion.fr,+262 2 62 83 45 40,,,,,,,,,,,,,,,,,,,Th,08:30,11:45,,,,,,,,,,,,,,,,,,Connaître les usages,Découvrir les réseaux sociaux,Utiliser les réseaux sociaux,Communiquer et échanger sur Internet,Paramétrer un compte email,Utiliser un client de messagerie,Utiliser un client WebMail,Connaître les outils du cloud,Comprendre les cultures numériques,Utiliser Internet,Naviguer sur le web,Utiliser les réseaux sociaux,Gérer des documents numériques,Signer numériquement,S’approprier un équipement numérique,Classer et partager ses photos,Gérer ses données,Utiliser un équipement numérique,Accéder aux principaux services en ligne,Gérer des documents numériques,Se renseigner et connaître ses droits,Connaitre et gérer,Organiser et partager sa veille,Connaître solutions outils bureautiques,Surfer librement sur internet,Sécuriser ses usages numériques,Gérer ses emails,Retoucher ses photos,Découvrir le montage vidéo,Faire des diaporamas,Participer à des MOOCs,Réaliser et Diffuser son CV,Organiser sa recherche d’emploi,Découvrir et utiliser l’emploi Store,Découvrir les métiers du numérique,,,,,,,,,,,,,,,,-21.035291,55.294421,8 Chemin Bois Joli 97423 Saint-Paul,0.9754527272727271,,housenumber,97415_0169_00008,8,8 Chemin Bois Joli,Chemin Bois Joli,97423,Saint-Paul,"974, La Réunion",97415,,,,ok
Mairie Annexe 2 Rives,Association,Espace Public Numérique autre,9, Rue Laurent DAMOUR - Deux-Rives  ,97441,SAINTE SUZANNE,RE,,,,,Mairie Annexe 2 Rives,Mairie Annexe 2 Rives,mairiea.deuxrives@ville-saintesuzanne.re,+262 262 47 00 08,,,mairiea.deuxrives@ville-saintesuzanne.re,+262 2 62 47 00 08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.95161,55.620875,9 Rue Laurent Damour 97441 Sainte-Suzanne,0.6895840404040403,0.46841545454545447,housenumber,97420_0389_00009,9,9 Rue Laurent Damour,Rue Laurent Damour,97441,Sainte-Suzanne,"974, La Réunion",97420,,,,ok
Mairie Annexe de Palmiste Rouge,Association,Espace Public Numérique autre,rue Elia Techer,97413,CILAOS,RE,,,,,Mairie Annexe de Palmiste Rouge,Mairie Annexe de Palmiste Rouge,mairieprouge@ville-cilaos.fr,+262 2 62 31 92 84,,TURPIN Claudine,mairieprouge@ville-cilaos.fr,+262 2 62 31 92 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.169348,55.47483,Rue Eliard Techer 97413 Cilaos,0.8404687878787879,0.5912110570824524,street,97424_0144,,Rue Eliard Techer,Rue Eliard Techer,97413,Cilaos,"974, La Réunion",97424,,,,ok
Mairie Sainte-Anne,Association,Espace Public Numérique autre,12 Chemin Morange,97437,SAINTE ANNE,RE,,,,,Mairie Sainte-Anne,Mairie Annexe Sainte-Anne,sabrina.ricato@ville-saintbenoit.re,+262 2 62 51 00 53,,RICATO  Sabrina,sabrina.ricato@ville-saintbenoit.re,+262 2 62 51 00 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.088106,55.739698,Chemin Morange (ste Anne) 97437 Saint-Benoît,0.7233283838383838,,street,97410_0400,,Chemin Morange (ste Anne),Chemin Morange (ste Anne),97437,Saint-Benoît,"974, La Réunion",97410,,,,ok
Maison de l’Emploi Rivière des pluies,Association,Maison de l'Emploi,rue Roger Payet,97438,SAINTE MARIE,RE,,,,www.mden-reunion.fr,Rivière des pluies,Rivière des pluies,mden@mden-reunion.fr,,,VIRAPIN CAROUMBIN Sophie,mden@mden-reunion.fr,+262 2 62 93 72 63,,,,Mo,08:00,12:00,13:00,16:00,Tu,08:00,12:00,13:00,16:00,We,08:00,12:00,,,,,,,,,,,,,,,,,,,,,,,Connaître les usages,Découvrir les réseaux sociaux,Utiliser les réseaux sociaux,Communiquer et échanger sur Internet,Paramétrer un compte email,Utiliser un client de messagerie,Utiliser un client WebMail,Connaître les outils du cloud,Comprendre les cultures numériques,Utiliser Internet,Naviguer sur le web,Utiliser les réseaux sociaux,Gérer des documents numériques,Signer numériquement,S’approprier un équipement numérique,Classer et partager ses photos,Gérer ses données,Utiliser un équipement numérique,Accéder aux principaux services en ligne,Gérer des documents numériques,Se renseigner et connaître ses droits,Connaître solutions outils bureautiques,Surfer librement sur internet,Sécuriser ses usages numériques,Gérer ses emails,Participer à des MOOCs,Déposer et gérer une annonce,Réaliser et Diffuser son CV,Organiser sa recherche d’emploi,Utiliser un emplacement de co-working,Découvrir et utiliser l’emploi Store,Découvrir les métiers du numérique,,,,,,,,,,,,,,,,,,,-20.911113,55.509012,Rue Roger Payet 97438 Sainte-Marie,0.9756327272727272,,street,97418_0220,,Rue Roger Payet,Rue Roger Payet,97438,Sainte-Marie,"974, La Réunion",97418,,,,ok
Maison de l’Emploi Sainte-Suzanne,Association,Maison de l'Emploi,1 rue Isnel Amelin,97441,SAINTE SUZANNE,RE,,,,www.mden-reunion.fr,Sainte-Suzanne,Sainte-Suzanne,mden@mden-reunion.fr,,,NANIN Jean-Fred,mden@mden-reunion.fr,+262 2 62 93 72 63,,,,Mo,08:00,12:00,13:00,16:00,Tu,08:00,12:00,13:00,16:00,We,08:00,12:00,13:00,16:00,Th,08:00,12:00,13:00,16:00,Fr,08:00,12:00,13:00,16:00,,,,,,,,,,,Connaître les usages,Découvrir les réseaux sociaux,Utiliser les réseaux sociaux,Communiquer et échanger sur Internet,Paramétrer un compte email,Utiliser un client de messagerie,Utiliser un client WebMail,Connaître les outils du cloud,Comprendre les cultures numériques,Utiliser Internet,Naviguer sur le web,Utiliser les réseaux sociaux,Gérer des documents numériques,Signer numériquement,S’approprier un équipement numérique,Classer et partager ses photos,Gérer ses données,Utiliser un équipement numérique,Accéder aux principaux services en ligne,Gérer des documents numériques,Se renseigner et connaître ses droits,Surfer librement sur internet,Sécuriser ses usages numériques,Gérer ses emails,Participer à des MOOCs,Déposer et gérer une annonce,Réaliser et Diffuser son CV,Organiser sa recherche d’emploi,Utiliser un emplacement de co-working,Découvrir et utiliser l’emploi Store,Découvrir les métiers du numérique,,,,,,,,,,,,,,,,,,,,-20.905002,55.599977,1 Rue Isnelle Amelin 97441 Sainte-Suzanne,0.8685827494456763,,housenumber,97420_0783_00001,1,1 Rue Isnelle Amelin,Rue Isnelle Amelin,97441,Sainte-Suzanne,"974, La Réunion",97420,,,,ok
Médiathèque Benoîte BOULARD ,Association,Espace Culturel/Médiathèque,Avenue du 20 Décembre 1948,97420,LE PORT,RE,Découvrir et utiliser l’emploi Store,Découvrir les métiers du numérique,,mediatheque.ville-port.re,Médiathèque Benoîte BOULARD ,Médiathèque Benoîte BOULARD ,mediatheque@ville-port.re,,,PERRINE Marie-Noëlle,mediathèque@ville-port.re,+262 2 62 42 79 44,,,,,,,,,Tu,09:00,18:00,,,We,09:00,18:00,,,Th,09:00,18:00,,,Fr,09:00,18:00,,,Sa,09:00,18:00,,,,,,,,Connaître les usages,Découvrir les réseaux sociaux,Utiliser les réseaux sociaux,Etre parent à l’ère numérique,Jouer son rôle de parent,Découvrir l’univers des jeux vidéos,Communiquer et échanger sur Internet,Paramétrer un compte email,Utiliser un client de messagerie,Utiliser un client WebMail,Connaître les outils du cloud,Comprendre les cultures numériques,Utiliser Internet,Naviguer sur le web,Utiliser les réseaux sociaux,Gérer des documents numériques,Signer numériquement,S’approprier un équipement numérique,Classer et partager ses photos,Gérer ses données,Utiliser un équipement numérique,Accéder aux principaux services en ligne,Gérer des documents numériques,Se renseigner et connaître ses droits,Connaitre et gérer,Effacer ses traces,Protéger ses données,Utiliser outils cartographiques,Organiser et partager sa veille,Connaître alternatives à Facebook,Connaître alternatives à Google Drive,Connaître solutions outils bureautiques,Surfer librement sur internet,Sécuriser ses usages numériques,Gérer ses emails,Retoucher ses photos,Découvrir le montage vidéo,Faire des diaporamas,Publier des diaporamas en ligne,Utiliser une découpeuse numérique,Modélisation 3D,Utiliser imprimante 3D,Participer à des MOOCs,Découvrir la programmation,Déposer et gérer une annonce,Réaliser et Diffuser son CV,Organiser sa recherche d’emploi,Utiliser un emplacement de co-working,,,-20.936876,55.29852,Avenue du 20 Décembre 1848 97420 Le Port,0.8806918403547671,,street,97407_0467,,Avenue du 20 Décembre 1848,Avenue du 20 Décembre 1848,97420,Le Port,"974, La Réunion",97407,,,,ok
Médiathèque de Sainte-Marie,Association,Espace Public Numérique autre,1 rue de la République,97438,SAINTE MARIE,RE,,,,,Médiathèque de Sainte-Marie,Médiathèque de Sainte-Marie,chimene.bon@mediatheque.saintemarie.re,+262 2 62 53 19 48,,BON Chimène,chimene.bon@mediatheque.saintemarie.re,+262 2 62 53 19 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.89741,55.548847,1 Rue de la Republique 97438 Sainte-Marie,0.9722236363636362,,housenumber,97418_0140_00001,1,1 Rue de la Republique,Rue de la Republique,97438,Sainte-Marie,"974, La Réunion",97418,,,,ok
Médiathèque du Tampon,Association,Espace Public Numérique autre,16 Rue Victor le Vigoureux,97430,LE TAMPON,RE,,,,,Médiathèque du Tampon,Médiathèque du Tampon,contact@mediatheque-tampon.fr ,+262 2 62 55 02 19,,BENARD Jocelyne,contact@mediatheque-tampon.fr ,+262 2 62 55 02 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.280867,55.518398,Rue Victor le Vigoureux 97430 Le Tampon,0.9027784257206208,,street,97422_2020,,Rue Victor le Vigoureux,Rue Victor le Vigoureux,97430,Le Tampon,"974, La Réunion",97422,,,,ok
Médiathèque Leconte Delisle,Association,Espace Public Numérique autre,110, Boulevard du Front de Mer,97460,SAINT PAUL,RE,,,,https://www.tco.re/annuaire-tco/cyber-base-de-saint-paul#,Médiathèque Leconte De Lisle,Médiathèque Leconte De Lisle,francois.futhazar@cyber-base.org,+262 2 62 34 75 45,,FUTHAZAR François,francois.futhazar@cyber-base.org,+262 2 62 34 75 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.998155,55.279188,110 Boulevard du Front de Mer 97460 Saint-Paul,0.9761845454545455,,housenumber,97415_0650_00110,110,110 Boulevard du Front de Mer,Boulevard du Front de Mer,97460,Saint-Paul,"974, La Réunion",97415,,,,ok
